year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,11,19,2152,2159,-7,2238,2301,-23,EV,4233,N15973,EWR,ALB,28,143,21,59,2013-11-20T02:00:00Z
2013,6,29,1859,1859,0,2134,2215,-41,UA,1152,N37471,EWR,PDX,315,2434,18,59,2013-06-29T22:00:00Z
2013,4,18,1836,1700,96,2008,1835,93,MQ,4255,N631MQ,JFK,BNA,111,765,17,0,2013-04-18T21:00:00Z
2013,11,8,709,714,-5,946,1007,-21,UA,1592,N73291,EWR,MCO,140,937,7,14,2013-11-08T12:00:00Z
2013,2,10,655,700,-5,923,952,-29,DL,2285,N320NB,LGA,MCO,129,950,7,0,2013-02-10T12:00:00Z
2013,12,3,1629,1559,30,1801,1732,29,UA,1572,N27213,EWR,ORD,124,719,15,59,2013-12-03T20:00:00Z
2013,11,23,639,608,31,812,751,21,EV,4120,N11189,EWR,CLE,74,404,6,8,2013-11-23T11:00:00Z
2013,5,29,831,840,-9,940,1012,-32,9E,3300,N910XJ,JFK,DCA,40,213,8,40,2013-05-29T12:00:00Z
2013,11,3,1008,1015,-7,1124,1130,-6,MQ,3611,N537MQ,EWR,ORD,112,719,10,15,2013-11-03T15:00:00Z
2013,3,26,1342,1345,-3,1712,1705,7,AA,1073,N3EUAA,LGA,MIA,168,1096,13,45,2013-03-26T17:00:00Z
2013,7,30,1614,1620,-6,1922,1945,-23,AA,1467,N3DWAA,LGA,MIA,149,1096,16,20,2013-07-30T20:00:00Z
2013,8,12,1250,1250,0,1457,1450,7,DL,1131,N324NB,LGA,DTW,93,502,12,50,2013-08-12T16:00:00Z
2013,10,25,1549,1530,19,1650,1645,5,WN,292,N498WN,EWR,MDW,107,711,15,30,2013-10-25T19:00:00Z
2013,4,14,1732,1728,4,2030,2018,12,UA,700,N496UA,EWR,IAH,201,1400,17,28,2013-04-14T21:00:00Z
2013,10,31,1352,1359,-7,1642,1714,-32,B6,213,N796JB,JFK,LGB,329,2465,13,59,2013-10-31T17:00:00Z
2013,11,15,1625,1627,-2,1845,1846,-1,EV,4294,N18556,EWR,SAV,116,708,16,27,2013-11-15T21:00:00Z
2013,12,27,1338,1340,-2,1502,1520,-18,EV,5404,N755EV,LGA,RIC,58,292,13,40,2013-12-27T18:00:00Z
2013,4,26,2215,2146,29,133,142,-9,B6,701,N247JB,JFK,SJU,184,1598,21,46,2013-04-27T01:00:00Z
2013,11,22,1938,1930,8,2246,2235,11,AA,1691,N4WTAA,EWR,DFW,217,1372,19,30,2013-11-23T00:00:00Z
2013,4,18,823,700,83,1223,1044,99,DL,1865,N713TW,JFK,SFO,350,2586,7,0,2013-04-18T11:00:00Z
2013,7,10,1350,1315,35,1525,1455,30,AA,331,N425AA,LGA,ORD,113,733,13,15,2013-07-10T17:00:00Z
2013,12,28,1435,1419,16,1722,1714,8,B6,561,N629JB,LGA,PBI,147,1035,14,19,2013-12-28T19:00:00Z
2013,5,14,557,600,-3,805,827,-22,DL,461,N695DL,LGA,ATL,100,762,6,0,2013-05-14T10:00:00Z
2013,2,15,600,600,0,653,659,-6,US,2161,N764US,LGA,DCA,42,214,6,0,2013-02-15T11:00:00Z
2013,11,6,1251,1300,-9,1414,1434,-20,EV,5378,N750EV,LGA,PIT,57,335,13,0,2013-11-06T18:00:00Z
2013,1,2,1746,1750,-4,2043,2115,-32,UA,535,N512UA,JFK,LAX,325,2475,17,50,2013-01-02T22:00:00Z
2013,7,31,1628,1625,3,1826,1839,-13,9E,3440,N919XJ,JFK,RDU,69,427,16,25,2013-07-31T20:00:00Z
2013,11,25,1225,1229,-4,1331,1335,-4,UA,377,N819UA,EWR,BOS,36,200,12,29,2013-11-25T17:00:00Z
2013,10,13,1808,1800,8,1926,1920,6,WN,318,N704SW,EWR,MDW,103,711,18,0,2013-10-13T22:00:00Z
2013,9,20,1358,1329,29,1521,1509,12,AA,331,N555AA,LGA,ORD,105,733,13,29,2013-09-20T17:00:00Z
2013,11,15,2048,2100,-12,2143,2206,-23,US,2164,N958UW,LGA,BOS,37,184,21,0,2013-11-16T02:00:00Z
2013,9,19,1658,1655,3,1807,1814,-7,EV,4113,N14570,EWR,RIC,51,277,16,55,2013-09-19T20:00:00Z
2013,8,23,1453,1455,-2,1554,1630,-36,DL,1164,N336NB,JFK,BOS,34,187,14,55,2013-08-23T18:00:00Z
2013,7,7,1337,810,327,1554,1029,325,DL,27,N3735D,JFK,ATL,101,760,8,10,2013-07-07T12:00:00Z
2013,5,13,915,915,0,1231,1234,-3,DL,2379,N338NW,LGA,FLL,156,1076,9,15,2013-05-13T13:00:00Z
2013,11,21,823,822,1,1156,1141,15,UA,1626,N37422,EWR,SAN,350,2425,8,22,2013-11-21T13:00:00Z
2013,7,9,2139,2045,54,2300,2159,61,B6,2680,N324JB,EWR,BOS,39,200,20,45,2013-07-10T00:00:00Z
2013,3,7,1745,1705,40,1917,1830,47,MQ,4410,N821MQ,JFK,DCA,50,213,17,5,2013-03-07T22:00:00Z
2013,6,23,1609,1540,29,1722,1710,12,MQ,3622,N508MQ,LGA,BNA,105,764,15,40,2013-06-23T19:00:00Z
2013,2,14,1429,1435,-6,1551,1608,-17,UA,534,N467UA,EWR,CLE,69,404,14,35,2013-02-14T19:00:00Z
2013,3,2,1455,1455,0,1822,1825,-3,AA,1769,N5FAAA,JFK,MIA,175,1089,14,55,2013-03-02T19:00:00Z
2013,5,17,1948,1955,-7,2214,2253,-39,9E,3450,N601LR,JFK,JAX,109,828,19,55,2013-05-17T23:00:00Z
2013,8,10,1505,1508,-3,1608,1622,-14,UA,1425,N78524,EWR,BOS,46,200,15,8,2013-08-10T19:00:00Z
2013,2,22,1025,1015,10,1238,1208,30,US,1081,N560UW,EWR,CLT,101,529,10,15,2013-02-22T15:00:00Z
2013,1,15,1929,1930,-1,2232,2213,19,DL,1715,N369NB,LGA,MSY,199,1183,19,30,2013-01-16T00:00:00Z
2013,7,20,1320,1250,30,1506,1450,16,DL,1131,N952DL,LGA,DTW,88,502,12,50,2013-07-20T16:00:00Z
2013,3,21,1444,1445,-1,1658,1710,-12,MQ,4669,N542MQ,LGA,ATL,109,762,14,45,2013-03-21T18:00:00Z
2013,11,23,702,625,37,1053,939,74,UA,997,N855UA,EWR,LAX,374,2454,6,25,2013-11-23T11:00:00Z
2013,2,13,2252,2005,167,11,2133,158,EV,4224,N14950,EWR,MKE,111,725,20,5,2013-02-14T01:00:00Z
2013,7,15,1355,1359,-4,1622,1636,-14,UA,1108,N12225,EWR,IAH,183,1400,13,59,2013-07-15T17:00:00Z
2013,8,19,733,739,-6,918,933,-15,EV,4691,N11184,EWR,DAY,84,533,7,39,2013-08-19T11:00:00Z
2013,10,3,1035,1030,5,1341,1340,1,VX,187,N633VA,EWR,SFO,348,2565,10,30,2013-10-03T14:00:00Z
2013,7,13,1258,1300,-2,1523,1555,-32,VX,411,N841VA,JFK,LAX,297,2475,13,0,2013-07-13T17:00:00Z
2013,3,29,924,930,-6,1224,1243,-19,B6,1639,N590JB,LGA,RSW,152,1080,9,30,2013-03-29T13:00:00Z
2013,1,2,600,600,0,747,735,12,UA,1280,N62631,LGA,ORD,125,733,6,0,2013-01-02T11:00:00Z
2013,6,12,703,645,18,855,853,2,B6,117,N231JB,JFK,MSY,151,1182,6,45,2013-06-12T10:00:00Z
2013,2,12,920,920,0,1123,1125,-2,MQ,4582,N542MQ,LGA,CLT,90,544,9,20,2013-02-12T14:00:00Z
2013,9,13,1629,1630,-1,1958,2000,-2,VX,27,N836VA,JFK,SFO,337,2586,16,30,2013-09-13T20:00:00Z
2013,11,7,1750,1700,50,2011,1913,58,9E,3932,N8783E,EWR,CVG,107,569,17,0,2013-11-07T22:00:00Z
2013,7,26,1244,1249,-5,1529,1541,-12,UA,824,N407UA,LGA,IAH,181,1416,12,49,2013-07-26T16:00:00Z
2013,4,19,114,2146,208,446,142,184,B6,701,N317JB,JFK,SJU,197,1598,21,46,2013-04-20T01:00:00Z
2013,8,25,1055,1100,-5,1152,1215,-23,US,2177,N961UW,LGA,DCA,39,214,11,0,2013-08-25T15:00:00Z
2013,2,20,625,630,-5,752,810,-18,AA,303,N3BKAA,LGA,ORD,120,733,6,30,2013-02-20T11:00:00Z
2013,2,6,1635,1639,-4,1736,1753,-17,B6,1176,N178JB,EWR,BOS,39,200,16,39,2013-02-06T21:00:00Z
2013,10,27,1230,1229,1,1506,1536,-30,UA,1280,N15712,LGA,IAH,197,1416,12,29,2013-10-27T16:00:00Z
2013,3,22,1132,1135,-3,1443,1449,-6,DL,2044,N979DL,LGA,MIA,151,1096,11,35,2013-03-22T15:00:00Z
2013,3,16,1011,1015,-4,1246,1240,6,US,75,N657AW,EWR,PHX,314,2133,10,15,2013-03-16T14:00:00Z
2013,9,17,2352,2359,-7,403,350,13,B6,745,N796JB,JFK,PSE,202,1617,23,59,2013-09-18T03:00:00Z
2013,10,9,1151,1155,-4,1452,1507,-15,UA,1212,N17229,EWR,SFO,329,2565,11,55,2013-10-09T15:00:00Z
2013,11,23,957,1000,-3,1228,1222,6,9E,3533,N272PQ,LGA,CVG,112,585,10,0,2013-11-23T15:00:00Z
2013,2,28,730,729,1,1014,1023,-9,UA,1607,N73283,EWR,MCO,143,937,7,29,2013-02-28T12:00:00Z
2013,8,10,1356,1355,1,1604,1617,-13,FL,604,N970AT,LGA,ATL,108,762,13,55,2013-08-10T17:00:00Z
2013,7,18,1056,900,116,1301,1120,101,DL,485,N321NB,EWR,ATL,101,746,9,0,2013-07-18T13:00:00Z
2013,10,23,1319,1325,-6,1557,1623,-26,UA,1054,N33103,EWR,LAX,319,2454,13,25,2013-10-23T17:00:00Z
2013,5,23,806,815,-9,1017,1008,9,US,1101,N127UW,EWR,CLT,80,529,8,15,2013-05-23T12:00:00Z
2013,8,8,1955,1712,163,2310,2022,168,UA,1078,N76505,EWR,SAT,204,1569,17,12,2013-08-08T21:00:00Z
2013,10,20,1737,1740,-3,1939,1931,8,EV,3843,N16571,EWR,CMH,78,463,17,40,2013-10-20T21:00:00Z
2013,9,4,1952,1945,7,2227,2305,-38,DL,1768,N6705Y,JFK,SLC,257,1990,19,45,2013-09-04T23:00:00Z
2013,5,4,2126,2136,-10,2219,2246,-27,EV,3807,N14993,EWR,PVD,34,160,21,36,2013-05-05T01:00:00Z
2013,7,24,2008,1830,98,2105,1940,85,MQ,3044,N651MQ,JFK,BWI,39,184,18,30,2013-07-24T22:00:00Z
2013,9,25,1934,1945,-11,2034,2106,-32,9E,3864,N8933B,JFK,PHL,25,94,19,45,2013-09-25T23:00:00Z
2013,10,10,805,808,-3,919,929,-10,B6,2702,N337JB,JFK,BUF,52,301,8,8,2013-10-10T12:00:00Z
2013,8,12,1551,1600,-9,1714,1718,-4,US,2154,N951UW,LGA,BOS,37,184,16,0,2013-08-12T20:00:00Z
2013,5,12,1647,1600,47,1935,1951,-16,DL,2065,N705TW,JFK,SFO,311,2586,16,0,2013-05-12T20:00:00Z
2013,6,20,1855,1900,-5,2027,2027,0,EV,4131,N21144,EWR,RIC,53,277,19,0,2013-06-20T23:00:00Z
2013,9,4,1023,1029,-6,1204,1239,-35,US,604,N653AW,EWR,PHX,265,2133,10,29,2013-09-04T14:00:00Z
2013,4,16,2118,1700,258,9,1955,254,AA,257,N3ASAA,JFK,LAS,321,2248,17,0,2013-04-16T21:00:00Z
2013,12,20,2027,2000,27,2340,2240,60,DL,1147,N959DL,LGA,ATL,130,762,20,0,2013-12-21T01:00:00Z
2013,11,20,854,900,-6,1011,1016,-5,US,2140,N961UW,LGA,BOS,37,184,9,0,2013-11-20T14:00:00Z
